participant,group,item,type,number,determiner,condition,segment,text,rt,proficiency
L2_01,L2-English,20,gapping,Gapping,Implausible,Gapping-I,1,Julie,1144,24
L2_01,L2-English,20,gapping,Gapping,Implausible,Gapping-I,2,watched,1176,24
L2_01,L2-English,20,gapping,Gapping,Implausible,Gapping-I,3,the movie,768,24
L2_01,L2-English,20,gapping,Gapping,Implausible,Gapping-I,4,and the TV drama,1024,24
L2_01,L2-English,20,gapping,Gapping,Implausible,Gapping-I,5,"at home,",583,24
L2_01,L2-English,20,gapping,Gapping,Implausible,Gapping-I,6,and,521,24
L2_01,L2-English,20,gapping,Gapping,Implausible,Gapping-I,7,Tony,488,24
L2_01,L2-English,20,gapping,Gapping,Implausible,Gapping-I,8,the novel,920,24
L2_01,L2-English,20,gapping,Gapping,Implausible,Gapping-I,9,and the magazine,456,24
L2_01,L2-English,20,gapping,Gapping,Implausible,Gapping-I,10,at the library.,592,24
L2_01,L2-English,21,agreement,plural,demonstrative,demonstrative-plural,1,Those ?res,2144,24
L2_01,L2-English,21,agreement,plural,demonstrative,demonstrative-plural,2,in the apartment,1192,24
L2_01,L2-English,21,agreement,plural,demonstrative,demonstrative-plural,3,were,712,24
L2_01,L2-English,21,agreement,plural,demonstrative,demonstrative-plural,4,caused,320,24
L2_01,L2-English,21,agreement,plural,demonstrative,demonstrative-plural,5,by a cigarette butt,704,24
L2_01,L2-English,21,agreement,plural,demonstrative,demonstrative-plural,6,thrown on the carpet.,1600,24
L2_01,L2-English,22,agreement,singular,demonstrative,demonstrative-singular,1,That box,904,24
L2_01,L2-English,22,agreement,singular,demonstrative,demonstrative-singular,2,for the toy,469,24
L2_01,L2-English,22,agreement,singular,demonstrative,demonstrative-singular,3,were,717,24
L2_01,L2-English,22,agreement,singular,demonstrative,demonstrative-singular,4,found,1268,24
L2_01,L2-English,22,agreement,singular,demonstrative,demonstrative-singular,5,in the backyard.,1004,24
L2_01,L2-English,23,agreement,plural,article,article-plural,1,The illustrations,716,24
L2_01,L2-English,23,agreement,plural,article,article-plural,2,in the manual,1396,24
L2_01,L2-English,23,agreement,plural,article,article-plural,3,were,1212,24
L2_01,L2-English,23,agreement,plural,article,article-plural,4,done,804,24
L2_01,L2-English,23,agreement,plural,article,article-plural,5,by a well-known artist.,476,24
L2_01,L2-English,24,agreement,singular,article,article-singular,1,The address,333,24
L2_01,L2-English,24,agreement,singular,article,article-singular,2,on the envelope,128,24
L2_01,L2-English,24,agreement,singular,article,article-singular,3,were,693,24
L2_01,L2-English,24,agreement,singular,article,article-singular,4,not legible,276,24
L2_01,L2-English,24,agreement,singular,article,article-singular,5,at all.,140,24
L2_01,L2-English,25,agreement,plural,demonstrative,demonstrative-plural,1,Those de?nitions,-83,24
L2_01,L2-English,25,agreement,plural,demonstrative,demonstrative-plural,2,in the dictionary,125,24
L2_01,L2-English,25,agreement,plural,demonstrative,demonstrative-plural,3,were,140,24
L2_01,L2-English,25,agreement,plural,demonstrative,demonstrative-plural,4,not helpful,-12,24
L2_01,L2-English,25,agreement,plural,demonstrative,demonstrative-plural,5,for understanding,155,24
L2_01,L2-English,25,agreement,plural,demonstrative,demonstrative-plural,6,the word.,60,24
L2_01,L2-English,26,agreement,singular,demonstrative,demonstrative-singular,1,That badge,-48,24
L2_01,L2-English,26,agreement,singular,demonstrative,demonstrative-singular,2,on the uniform,150,24
L2_01,L2-English,26,agreement,singular,demonstrative,demonstrative-singular,3,were,-9,24
L2_01,L2-English,26,agreement,singular,demonstrative,demonstrative-singular,4,made,-94,24
L2_01,L2-English,26,agreement,singular,demonstrative,demonstrative-singular,5,in China.,-88,24
L2_01,L2-English,27,agreement,plural,article,article-plural,1,The stories,2,24
L2_01,L2-English,27,agreement,plural,article,article-plural,2,in the magazine,-61,24
L2_01,L2-English,27,agreement,plural,article,article-plural,3,were,-47,24
L2_01,L2-English,27,agreement,plural,article,article-plural,4,unknown,-69,24
L2_01,L2-English,27,agreement,plural,article,article-plural,5,to her,-36,24
L2_01,L2-English,27,agreement,plural,article,article-plural,6,for many years.,2742,24
L2_01,L2-English,28,agreement,singular,article,article-singular,1,The drawing,1281,24
L2_01,L2-English,28,agreement,singular,article,article-singular,2,in the textbook,576,24
L2_01,L2-English,28,agreement,singular,article,article-singular,3,were,657,24
L2_01,L2-English,28,agreement,singular,article,article-singular,4,much better,617,24
L2_01,L2-English,28,agreement,singular,article,article-singular,5,in this edition.,1204,24
L2_01,L2-English,29,agreement,plural,demonstrative,demonstrative-plural,1,Those doors,185,24
L2_01,L2-English,29,agreement,plural,demonstrative,demonstrative-plural,2,to the of?ce,336,24
L2_01,L2-English,29,agreement,plural,demonstrative,demonstrative-plural,3,were,815,24
L2_01,L2-English,29,agreement,plural,demonstrative,demonstrative-plural,4,left unlocked,1965,24
L2_01,L2-English,29,agreement,plural,demonstrative,demonstrative-plural,5,by the cleaning service.,1337,24
L2_01,L2-English,30,agreement,singular,demonstrative,demonstrative-singular,1,That memo,656,24
L2_01,L2-English,30,agreement,singular,demonstrative,demonstrative-singular,2,on the board,666,24
L2_01,L2-English,30,agreement,singular,demonstrative,demonstrative-singular,3,were,1008,24
L2_01,L2-English,30,agreement,singular,demonstrative,demonstrative-singular,4,about,392,24
L2_01,L2-English,30,agreement,singular,demonstrative,demonstrative-singular,5,the delinquent tax return.,1792,24
L2_01,L2-English,31,agreement,plural,article,article-plural,1,The proposals,751,24
L2_01,L2-English,31,agreement,plural,article,article-plural,2,for the project,712,24
L2_01,L2-English,31,agreement,plural,article,article-plural,3,were,544,24
L2_01,L2-English,31,agreement,plural,article,article-plural,4,under consideration,784,24
L2_01,L2-English,31,agreement,plural,article,article-plural,5,for a long time.,712,24
L2_01,L2-English,32,agreement,singular,article,article-singular,1,The bag,672,24
L2_01,L2-English,32,agreement,singular,article,article-singular,2,for the purchase,467,24
L2_01,L2-English,32,agreement,singular,article,article-singular,3,were,760,24
L2_01,L2-English,32,agreement,singular,article,article-singular,4,left,585,24
L2_01,L2-English,32,agreement,singular,article,article-singular,5,on the counter,1000,24
L2_01,L2-English,32,agreement,singular,article,article-singular,6,by the customer.,840,24
L2_01,L2-English,33,agreement,plural,demonstrative,demonstrative-plural,1,Those songs,953,24
L2_01,L2-English,33,agreement,plural,demonstrative,demonstrative-plural,2,in the play,823,24
L2_01,L2-English,33,agreement,plural,demonstrative,demonstrative-plural,3,were,817,24
L2_01,L2-English,33,agreement,plural,demonstrative,demonstrative-plural,4,composed,535,24
L2_01,L2-English,33,agreement,plural,demonstrative,demonstrative-plural,5,by a German musician.,977,24
L2_01,L2-English,34,agreement,singular,demonstrative,demonstrative-singular,1,That answer,664,24
L2_01,L2-English,34,agreement,singular,demonstrative,demonstrative-singular,2,to the question,576,24
L2_01,L2-English,34,agreement,singular,demonstrative,demonstrative-singular,3,were,600,24
L2_01,L2-English,34,agreement,singular,demonstrative,demonstrative-singular,4,simpler,472,24
L2_01,L2-English,34,agreement,singular,demonstrative,demonstrative-singular,5,than,480,24
L2_01,L2-English,34,agreement,singular,demonstrative,demonstrative-singular,6,we had expected.,768,24
L2_01,L2-English,35,agreement,plural,article,article-plural,1,The reasons,776,24
L2_01,L2-English,35,agreement,plural,article,article-plural,2,for the test,576,24
L2_01,L2-English,35,agreement,plural,article,article-plural,3,were,448,24
L2_01,L2-English,35,agreement,plural,article,article-plural,4,to make sure,472,24
L2_01,L2-English,35,agreement,plural,article,article-plural,5,the effect,496,24
L2_01,L2-English,35,agreement,plural,article,article-plural,6,was reliable.,560,24
L2_01,L2-English,36,agreement,singular,article,article-singular,1,The design,952,24
L2_01,L2-English,36,agreement,singular,article,article-singular,2,of the study,789,24
L2_01,L2-English,36,agreement,singular,article,article-singular,3,were,868,24
L2_01,L2-English,36,agreement,singular,article,article-singular,4,shown,503,24
L2_01,L2-English,36,agreement,singular,article,article-singular,5,to be problematic,888,24
L2_01,L2-English,36,agreement,singular,article,article-singular,6,in subsequent tests.,1249,24
L2_01,L2-English,37,agreement,plural,demonstrative,demonstrative-plural,1,Those roads,927,24
L2_01,L2-English,37,agreement,plural,demonstrative,demonstrative-plural,2,to the house,1625,24
L2_01,L2-English,37,agreement,plural,demonstrative,demonstrative-plural,3,were,1808,24
L2_01,L2-English,37,agreement,plural,demonstrative,demonstrative-plural,4,covered,584,24
L2_01,L2-English,37,agreement,plural,demonstrative,demonstrative-plural,5,with water,928,24
L2_01,L2-English,37,agreement,plural,demonstrative,demonstrative-plural,6,and mud.,376,24
L2_01,L2-English,38,agreement,singular,demonstrative,demonstrative-singular,1,That word,672,24
L2_01,L2-English,38,agreement,singular,demonstrative,demonstrative-singular,2,on the screen,776,24
L2_01,L2-English,38,agreement,singular,demonstrative,demonstrative-singular,3,were,504,24
L2_01,L2-English,38,agreement,singular,demonstrative,demonstrative-singular,4,hard,432,24
L2_01,L2-English,38,agreement,singular,demonstrative,demonstrative-singular,5,to recognize.,592,24
L2_01,L2-English,39,agreement,plural,article,article-plural,1,The causes,1024,24
L2_01,L2-English,39,agreement,plural,article,article-plural,2,of the accident,872,24
L2_01,L2-English,39,agreement,plural,article,article-plural,3,were,520,24
L2_01,L2-English,39,agreement,plural,article,article-plural,4,under investigation,1176,24
L2_01,L2-English,39,agreement,plural,article,article-plural,5,by the local police.,888,24
L2_01,L2-English,40,agreement,singular,article,article-singular,1,The balloon,648,24
L2_01,L2-English,40,agreement,singular,article,article-singular,2,for the party,633,24
L2_01,L2-English,40,agreement,singular,article,article-singular,3,were,745,24
L2_01,L2-English,40,agreement,singular,article,article-singular,4,bigger,567,24
L2_01,L2-English,40,agreement,singular,article,article-singular,5,than,360,24
L2_01,L2-English,40,agreement,singular,article,article-singular,6,we thought.,584,24
L2_01,L2-English,41,rnr,RNR,plausible-control,RNR-plausible-control,1,Bill,552,24
L2_01,L2-English,41,rnr,RNR,plausible-control,RNR-plausible-control,2,made,552,24
L2_01,L2-English,41,rnr,RNR,plausible-control,RNR-plausible-control,3,and,602,24
L2_01,L2-English,41,rnr,RNR,plausible-control,RNR-plausible-control,4,John,478,24
L2_01,L2-English,41,rnr,RNR,plausible-control,RNR-plausible-control,5,sold,456,24
L2_01,L2-English,41,rnr,RNR,plausible-control,RNR-plausible-control,6,pizza,576,24
L2_01,L2-English,41,rnr,RNR,plausible-control,RNR-plausible-control,7,and pasta,584,24
L2_01,L2-English,41,rnr,RNR,plausible-control,RNR-plausible-control,8,"during the vacation,",640,24
L2_01,L2-English,41,rnr,RNR,plausible-control,RNR-plausible-control,9,according to their mother.,695,24
L2_01,L2-English,42,rnr,RNR,implausible-control,RNR-implausible-control,1,Sam,583,24
L2_01,L2-English,42,rnr,RNR,implausible-control,RNR-implausible-control,2,washed,536,24
L2_01,L2-English,42,rnr,RNR,implausible-control,RNR-implausible-control,3,and,512,24
L2_01,L2-English,42,rnr,RNR,implausible-control,RNR-implausible-control,4,Andy,592,24
L2_01,L2-English,42,rnr,RNR,implausible-control,RNR-implausible-control,5,used,488,24
L2_01,L2-English,42,rnr,RNR,implausible-control,RNR-implausible-control,6,plates,520,24
L2_01,L2-English,42,rnr,RNR,implausible-control,RNR-implausible-control,7,and bowls,544,24
L2_01,L2-English,42,rnr,RNR,implausible-control,RNR-implausible-control,8,"this morning,",608,24
L2_01,L2-English,42,rnr,RNR,implausible-control,RNR-implausible-control,9,according to their mother.,536,24
L2_01,L2-English,43,rnr,RNR,plausible,RNR-plausible,1,John,576,24
L2_01,L2-English,43,rnr,RNR,plausible,RNR-plausible,2,reviewed,679,24
L2_01,L2-English,43,rnr,RNR,plausible,RNR-plausible,3,and,624,24
L2_01,L2-English,43,rnr,RNR,plausible,RNR-plausible,4,Peter,512,24
L2_01,L2-English,43,rnr,RNR,plausible,RNR-plausible,5,improved,704,24
L2_01,L2-English,43,rnr,RNR,plausible,RNR-plausible,6,the tools,528,24
L2_01,L2-English,43,rnr,RNR,plausible,RNR-plausible,7,and the machines,848,24
L2_01,L2-English,43,rnr,RNR,plausible,RNR-plausible,8,"three weeks ago,",808,24
L2_01,L2-English,43,rnr,RNR,plausible,RNR-plausible,9,according to their mother.,288,24
L2_01,L2-English,44,rnr,RNR,implausible,RNR-implausible,1,Tom,519,24
L2_01,L2-English,44,rnr,RNR,implausible,RNR-implausible,2,emptied,1529,24
L2_01,L2-English,44,rnr,RNR,implausible,RNR-implausible,3,and,560,24
L2_01,L2-English,44,rnr,RNR,implausible,RNR-implausible,4,Jimmy,496,24
L2_01,L2-English,44,rnr,RNR,implausible,RNR-implausible,5,cleaned,568,24
L2_01,L2-English,44,rnr,RNR,implausible,RNR-implausible,6,the doors,528,24
L2_01,L2-English,44,rnr,RNR,implausible,RNR-implausible,7,and windows,616,24
L2_01,L2-English,44,rnr,RNR,implausible,RNR-implausible,8,"this evening,",592,24
L2_01,L2-English,44,rnr,RNR,implausible,RNR-implausible,9,according to their mother.,912,24
L2_01,L2-English,45,rnr,RNR,plausible-control,RNR-plausible-control,1,Peter,592,24
L2_01,L2-English,45,rnr,RNR,plausible-control,RNR-plausible-control,2,froze,499,24
L2_01,L2-English,45,rnr,RNR,plausible-control,RNR-plausible-control,3,and,485,24
L2_01,L2-English,45,rnr,RNR,plausible-control,RNR-plausible-control,4,Brad,401,24
L2_01,L2-English,45,rnr,RNR,plausible-control,RNR-plausible-control,5,defrosted,543,24
L2_01,L2-English,45,rnr,RNR,plausible-control,RNR-plausible-control,6,the beef,560,24
L2_01,L2-English,45,rnr,RNR,plausible-control,RNR-plausible-control,7,and the pork,792,24
L2_01,L2-English,45,rnr,RNR,plausible-control,RNR-plausible-control,8,"last night,",400,24
L2_01,L2-English,45,rnr,RNR,plausible-control,RNR-plausible-control,9,according to their mother.,392,24
L2_01,L2-English,46,rnr,RNR,implausible-control,RNR-implausible-control,1,Nicole,471,24
L2_01,L2-English,46,rnr,RNR,implausible-control,RNR-implausible-control,2,spoke,480,24
L2_01,L2-English,46,rnr,RNR,implausible-control,RNR-implausible-control,3,and,488,24
L2_01,L2-English,46,rnr,RNR,implausible-control,RNR-implausible-control,4,Claire,496,24
L2_01,L2-English,46,rnr,RNR,implausible-control,RNR-implausible-control,5,taught,488,24
L2_01,L2-English,46,rnr,RNR,implausible-control,RNR-implausible-control,6,English,512,24
L2_01,L2-English,46,rnr,RNR,implausible-control,RNR-implausible-control,7,and French,505,24
L2_01,L2-English,46,rnr,RNR,implausible-control,RNR-implausible-control,8,"all day long,",439,24
L2_01,L2-English,46,rnr,RNR,implausible-control,RNR-implausible-control,9,according to their father.,1449,24
L2_01,L2-English,47,rnr,RNR,plausible,RNR-plausible,1,Bruno,544,24
L2_01,L2-English,47,rnr,RNR,plausible,RNR-plausible,2,painted,674,24
L2_01,L2-English,47,rnr,RNR,plausible,RNR-plausible,3,and,487,24
L2_01,L2-English,47,rnr,RNR,plausible,RNR-plausible,4,Mark,423,24
L2_01,L2-English,47,rnr,RNR,plausible,RNR-plausible,5,drew,472,24
L2_01,L2-English,47,rnr,RNR,plausible,RNR-plausible,6,butterflies,520,24
L2_01,L2-English,47,rnr,RNR,plausible,RNR-plausible,7,and dragonflies,976,24
L2_01,L2-English,47,rnr,RNR,plausible,RNR-plausible,8,"on Sunday,",488,24
L2_01,L2-English,47,rnr,RNR,plausible,RNR-plausible,9,according to their father.,464,24
L2_01,L2-English,48,rnr,RNR,implausible,RNR-implausible,1,Thomas,784,24
L2_01,L2-English,48,rnr,RNR,implausible,RNR-implausible,2,sliced,960,24
L2_01,L2-English,48,rnr,RNR,implausible,RNR-implausible,3,and,584,24
L2_01,L2-English,48,rnr,RNR,implausible,RNR-implausible,4,James,664,24
L2_01,L2-English,48,rnr,RNR,implausible,RNR-implausible,5,ate,568,24
L2_01,L2-English,48,rnr,RNR,implausible,RNR-implausible,6,soup,552,24
L2_01,L2-English,48,rnr,RNR,implausible,RNR-implausible,7,and pasta,792,24
L2_01,L2-English,48,rnr,RNR,implausible,RNR-implausible,8,"this evening,",832,24
L2_01,L2-English,48,rnr,RNR,implausible,RNR-implausible,9,according to their father.,1112,24
L2_01,L2-English,49,rnr,RNR,plausible-control,RNR-plausible-control,1,Kris,544,24
L2_01,L2-English,49,rnr,RNR,plausible-control,RNR-plausible-control,2,taught,544,24
L2_01,L2-English,49,rnr,RNR,plausible-control,RNR-plausible-control,3,and,808,24
L2_01,L2-English,49,rnr,RNR,plausible-control,RNR-plausible-control,4,George,560,24
L2_01,L2-English,49,rnr,RNR,plausible-control,RNR-plausible-control,5,played,424,24
L2_01,L2-English,49,rnr,RNR,plausible-control,RNR-plausible-control,6,the guitar,432,24
L2_01,L2-English,49,rnr,RNR,plausible-control,RNR-plausible-control,7,and the violin,672,24
L2_01,L2-English,49,rnr,RNR,plausible-control,RNR-plausible-control,8,"for a while,",480,24
L2_01,L2-English,49,rnr,RNR,plausible-control,RNR-plausible-control,9,according to their father.,696,24
L2_01,L2-English,50,rnr,RNR,implausible-control,RNR-implausible-control,1,Ben,487,24
L2_01,L2-English,50,rnr,RNR,implausible-control,RNR-implausible-control,2,parked,520,24
L2_01,L2-English,50,rnr,RNR,implausible-control,RNR-implausible-control,3,and,448,24
L2_01,L2-English,50,rnr,RNR,implausible-control,RNR-implausible-control,4,William,440,24
L2_01,L2-English,50,rnr,RNR,implausible-control,RNR-implausible-control,5,rode,424,24
L2_01,L2-English,50,rnr,RNR,implausible-control,RNR-implausible-control,6,a car,449,24
L2_01,L2-English,50,rnr,RNR,implausible-control,RNR-implausible-control,7,and a bike,455,24
L2_01,L2-English,50,rnr,RNR,implausible-control,RNR-implausible-control,8,"an hour ago,",752,24
L2_01,L2-English,50,rnr,RNR,implausible-control,RNR-implausible-control,9,according to their father.,632,24
L2_01,L2-English,51,rnr,RNR,plausible,RNR-plausible,1,Sue,592,24
L2_01,L2-English,51,rnr,RNR,plausible,RNR-plausible,2,advertised,744,24
L2_01,L2-English,51,rnr,RNR,plausible,RNR-plausible,3,and,544,24
L2_01,L2-English,51,rnr,RNR,plausible,RNR-plausible,4,Kerry,432,24
L2_01,L2-English,51,rnr,RNR,plausible,RNR-plausible,5,ordered,447,24
L2_01,L2-English,51,rnr,RNR,plausible,RNR-plausible,6,the computers,489,24
L2_01,L2-English,51,rnr,RNR,plausible,RNR-plausible,7,and mouses,664,24
L2_01,L2-English,51,rnr,RNR,plausible,RNR-plausible,8,"two weeks ago,",720,24
L2_01,L2-English,51,rnr,RNR,plausible,RNR-plausible,9,according to their sister.,632,24
L2_01,L2-English,52,rnr,RNR,implausible,RNR-implausible,1,Irene,520,24
L2_01,L2-English,52,rnr,RNR,implausible,RNR-implausible,2,fed,528,24
L2_01,L2-English,52,rnr,RNR,implausible,RNR-implausible,3,and,456,24
L2_01,L2-English,52,rnr,RNR,implausible,RNR-implausible,4,Mary,376,24
L2_01,L2-English,52,rnr,RNR,implausible,RNR-implausible,5,caught,400,24
L2_01,L2-English,52,rnr,RNR,implausible,RNR-implausible,6,the train,440,24
L2_01,L2-English,52,rnr,RNR,implausible,RNR-implausible,7,and bus,704,24
L2_01,L2-English,52,rnr,RNR,implausible,RNR-implausible,8,"last night,",448,24
L2_01,L2-English,52,rnr,RNR,implausible,RNR-implausible,9,according to their sister.,1000,24
L2_01,L2-English,53,rnr,RNR,plausible-control,RNR-plausible-control,1,Helen,648,24
L2_01,L2-English,53,rnr,RNR,plausible-control,RNR-plausible-control,2,rated,577,24
L2_01,L2-English,53,rnr,RNR,plausible-control,RNR-plausible-control,3,and,543,24
L2_01,L2-English,53,rnr,RNR,plausible-control,RNR-plausible-control,4,Amy,488,24
L2_01,L2-English,53,rnr,RNR,plausible-control,RNR-plausible-control,5,reviewed,512,24
L2_01,L2-English,53,rnr,RNR,plausible-control,RNR-plausible-control,6,computers,520,24
L2_01,L2-English,53,rnr,RNR,plausible-control,RNR-plausible-control,7,and laptops,800,24
L2_01,L2-English,53,rnr,RNR,plausible-control,RNR-plausible-control,8,"during the summer,",728,24
L2_01,L2-English,53,rnr,RNR,plausible-control,RNR-plausible-control,9,according to their sister.,896,24
