participant,group,item,type,clause,gap,condition,judgment,rt,proficiency
L1_17,L1_English,6,critical_wanna,2,2,d,1,0.404881001,32
L1_17,L1_English,6,filler_ellipsis,2,2,Gapping-A,0,0.485347986,32
L1_17,L1_English,6,filler_null,na,na,null_subject,0,0.487865925,32
L1_17,L1_English,6,filler_ungrammatical,na,na,na,0,0.401302099,32
L1_17,L1_English,7,critical_wanna,1,1,a,1,0.705951214,32
L1_17,L1_English,7,filler_ellipsis,1,1,VPE-C,1,0.952997923,32
L1_17,L1_English,7,filler_null,na,na,null_object,0,0.60276103,32
L1_17,L1_English,8,critical_wanna,1,2,b,0,1.073683023,32
L1_17,L1_English,8,filler_ellipsis,2,1,Gapping-C,1,0.270085812,32
L1_17,L1_English,8,filler_null,na,na,no_null,1,1.190541983,32
L1_17,L1_English,9,critical_wanna,2,1,c,0,2.97807622,32
L1_17,L1_English,9,filler_ellipsis,1,2,VPE-A,1,0.405280113,32
L1_17,L1_English,9,filler_null,na,na,null_subject,0,2.6103549,32
L1_17,L1_English,10,critical_wanna,2,2,d,1,1.520630121,32
L1_17,L1_English,10,filler_ellipsis,2,2,Gapping-A,0,0.334285021,32
L1_17,L1_English,10,filler_null,na,na,null_object,0,0.271050215,32
L1_17,L1_English,11,critical_wanna,1,1,a,1,0.671935081,32
L1_17,L1_English,11,filler_ellipsis,1,1,VPE-C,1,0.269443989,32
L1_17,L1_English,11,filler_null,na,na,no_null,1,0.538697958,32
L1_17,L1_English,12,critical_wanna,1,2,b,1,3.713026047,32
L1_17,L1_English,12,filler_ellipsis,2,1,Gapping-C,1,0.288038969,32
L1_17,L1_English,12,filler_null,na,na,null_subject,0,1.290518045,32
L1_17,L1_English,13,critical_wanna,2,1,c,0,2.342078209,32
L1_17,L1_English,13,filler_ellipsis,1,2,VPE-A,1,4.849524021,32
L1_17,L1_English,13,filler_null,na,na,null_object,0,0.288087845,32
L1_17,L1_English,14,critical_wanna,2,2,d,1,0.771830082,32
L1_17,L1_English,14,filler_ellipsis,2,2,Gapping-A,0,0.422071934,32
L1_17,L1_English,14,filler_null,na,na,no_null,1,0.252692938,32
L1_17,L1_English,15,critical_wanna,1,1,a,1,0.234415054,32
L1_17,L1_English,15,filler_ellipsis,1,1,VPE-C,1,2.828284025,32
L1_17,L1_English,15,filler_null,na,na,null_subject,0,0.382786989,32
L1_17,L1_English,16,critical_wanna,1,2,b,0,0.286964178,32
L1_17,L1_English,16,filler_ellipsis,2,1,Gapping-C,1,1.273784876,32
L1_17,L1_English,16,filler_null,na,na,null_object,0,0.721985102,32
L1_17,L1_English,17,critical_wanna,2,1,c,0,0.404752016,32
L1_17,L1_English,17,filler_ellipsis,1,2,VPE-A,1,0.838550806,32
L1_17,L1_English,17,filler_null,na,na,no_null,1,0.471282959,32
L1_17,L1_English,18,critical_wanna,2,2,d,1,0.337852001,32
L1_17,L1_English,18,filler_ellipsis,2,2,Gapping-A,0,1.456562996,32
L1_17,L1_English,18,filler_null,na,na,null_subject,0,1.257331848,32
L1_17,L1_English,19,critical_wanna,1,1,a,1,0.43830204,32
L1_17,L1_English,19,filler_ellipsis,1,1,VPE-C,1,0.455478907,32
L1_17,L1_English,20,critical_wanna,1,2,b,0,0.722398996,32
L1_17,L1_English,20,filler_ellipsis,2,1,Gapping-C,1,0.286889076,32
L1_17,L1_English,21,filler_ellipsis,1,2,VPE-A,1,0.972809076,32
L1_17,L1_English,22,filler_ellipsis,2,2,Gapping-A,0,0.854501009,32
L1_17,L1_English,23,filler_ellipsis,1,1,VPE-C,1,0.372294903,32
L1_17,L1_English,24,filler_ellipsis,2,1,Gapping-C,1,0.303941011,32
L1_18,L1_English,1,critical_wanna,2,2,d,1,0.337805986,28
L1_18,L1_English,1,filler_ellipsis,2,2,Gapping-A,0,0.986226797,28
L1_18,L1_English,1,filler_null,na,na,null_object,0,0.387956142,28
L1_18,L1_English,1,filler_ungrammatical,na,na,na,0,0.337225199,28
L1_18,L1_English,2,critical_wanna,1,1,a,1,1.506422997,28
L1_18,L1_English,2,filler_ellipsis,1,1,VPE-C,1,0.472517014,28
L1_18,L1_English,2,filler_null,na,na,no_null,1,0.435155869,28
L1_18,L1_English,2,filler_ungrammatical,na,na,na,0,1.10593605,28
L1_18,L1_English,3,critical_wanna,1,2,b,0,0.354499817,28
L1_18,L1_English,3,filler_ellipsis,2,1,Gapping-C,0,0.384974003,28
L1_18,L1_English,3,filler_null,na,na,null_subject,0,0.473008156,28
L1_18,L1_English,3,filler_ungrammatical,na,na,na,0,0.688137054,28
L1_18,L1_English,4,critical_wanna,2,1,c,0,0.505348921,28
L1_18,L1_English,4,filler_ellipsis,1,2,VPE-A,1,0.471350193,28
L1_18,L1_English,4,filler_null,na,na,null_object,0,0.554715872,28
L1_18,L1_English,4,filler_ungrammatical,na,na,na,0,0.321563959,28
L1_18,L1_English,5,critical_wanna,2,2,d,1,1.43763113,28
L1_18,L1_English,5,filler_ellipsis,2,2,Gapping-A,0,0.671807051,28
L1_18,L1_English,5,filler_null,na,na,no_null,1,0.805532932,28
L1_18,L1_English,5,filler_ungrammatical,na,na,na,0,0.438500166,28
L1_18,L1_English,6,critical_wanna,1,1,a,0,2.97834301,28
L1_18,L1_English,6,filler_ellipsis,1,1,VPE-C,1,0.504591942,28
L1_18,L1_English,6,filler_null,na,na,null_subject,0,1.307555914,28
L1_18,L1_English,6,filler_ungrammatical,na,na,na,0,1.107792139,28
L1_18,L1_English,7,critical_wanna,1,2,b,0,0.338750124,28
L1_18,L1_English,7,filler_ellipsis,2,1,Gapping-C,1,0.601427078,28
L1_18,L1_English,7,filler_null,na,na,null_object,0,3.028175831,28
L1_18,L1_English,8,critical_wanna,2,1,c,0,0.605221987,28
L1_18,L1_English,8,filler_ellipsis,1,2,VPE-A,1,1.019984007,28
L1_18,L1_English,8,filler_null,na,na,no_null,1,1.608081102,28
L1_18,L1_English,9,critical_wanna,2,2,d,1,0.455255985,28
L1_18,L1_English,9,filler_ellipsis,2,2,Gapping-A,0,0.571864843,28
L1_18,L1_English,9,filler_null,na,na,null_subject,0,0.635298014,28
L1_18,L1_English,10,critical_wanna,1,1,a,1,1.925987005,28
L1_18,L1_English,10,filler_ellipsis,1,1,VPE-C,1,0.287622929,28
L1_18,L1_English,10,filler_null,na,na,null_object,0,0.320442915,28
L1_18,L1_English,11,critical_wanna,1,2,b,0,0.405196905,28
L1_18,L1_English,11,filler_ellipsis,2,1,Gapping-C,1,1.607690096,28
L1_18,L1_English,11,filler_null,na,na,no_null,1,0.421232939,28
L1_18,L1_English,12,critical_wanna,2,1,c,0,0.404240131,28
L1_18,L1_English,12,filler_ellipsis,1,2,VPE-A,1,0.621611834,28
L1_18,L1_English,12,filler_null,na,na,null_subject,0,0.351172924,28
L1_18,L1_English,13,critical_wanna,2,2,d,1,3.129403114,28
L1_18,L1_English,13,filler_ellipsis,2,2,Gapping-A,0,1.675162077,28
L1_18,L1_English,13,filler_null,na,na,null_object,0,0.321763992,28
L1_18,L1_English,14,critical_wanna,1,1,a,0,1.305500031,28
L1_18,L1_English,14,filler_ellipsis,1,1,VPE-C,1,0.674359083,28
L1_18,L1_English,14,filler_null,na,na,no_null,1,0.37147212,28
L1_18,L1_English,15,critical_wanna,1,2,b,0,0.504591942,28
L1_18,L1_English,15,filler_ellipsis,2,1,Gapping-C,1,0.555257082,28
L1_18,L1_English,15,filler_null,na,na,null_subject,0,0.990259886,28
L1_18,L1_English,16,critical_wanna,2,1,c,0,0.35462594,28
L1_18,L1_English,16,filler_ellipsis,1,2,VPE-A,1,0.403606176,28
L1_18,L1_English,16,filler_null,na,na,null_object,0,1.339989185,28
L1_18,L1_English,17,critical_wanna,2,2,d,1,1.607295036,28
L1_18,L1_English,17,filler_ellipsis,2,2,Gapping-A,0,0.254894972,28
L1_18,L1_English,17,filler_null,na,na,no_null,1,0.405102015,28
L1_18,L1_English,18,critical_wanna,1,1,a,1,3.212491989,28
L1_18,L1_English,18,filler_ellipsis,1,1,VPE-C,1,0.505956888,28
L1_18,L1_English,18,filler_null,na,na,null_subject,0,0.355304003,28
L1_18,L1_English,19,critical_wanna,1,2,b,0,3.660606146,28
L1_18,L1_English,19,filler_ellipsis,2,1,Gapping-C,1,0.304522991,28
L1_18,L1_English,20,critical_wanna,2,1,c,0,0.387140989,28
L1_18,L1_English,20,filler_ellipsis,1,2,VPE-A,1,0.55509901,28
L1_18,L1_English,21,filler_ellipsis,2,2,Gapping-A,0,0.587620974,28
L1_18,L1_English,22,filler_ellipsis,1,1,VPE-C,1,0.422186852,28
L1_18,L1_English,23,filler_ellipsis,2,1,Gapping-C,1,0.371460915,28
L1_18,L1_English,24,filler_ellipsis,1,2,VPE-A,1,20.22488189,28
L1_19,L1_English,1,critical_wanna,1,1,a,1,0.354974985,50
L1_19,L1_English,1,filler_ellipsis,1,1,VPE-C,1,0.839720964,50
L1_19,L1_English,1,filler_null,na,na,no_null,1,0.60533905,50
L1_19,L1_English,1,filler_ungrammatical,na,na,na,0,1.006467104,50
L1_19,L1_English,2,critical_wanna,1,2,b,0,0.421442986,50
L1_19,L1_English,2,filler_ellipsis,2,1,Gapping-C,1,1.10747385,50
L1_19,L1_English,2,filler_null,na,na,null_subject,0,0.42146492,50
L1_19,L1_English,2,filler_ungrammatical,na,na,na,0,0.304680824,50
L1_19,L1_English,3,critical_wanna,2,1,c,0,3.730721951,50
L1_19,L1_English,3,filler_ellipsis,1,2,VPE-A,1,0.472115994,50
L1_19,L1_English,3,filler_null,na,na,null_object,0,0.401282072,50
L1_19,L1_English,3,filler_ungrammatical,na,na,na,0,0.371829987,50
L1_19,L1_English,4,critical_wanna,2,2,d,1,0.405083895,50
L1_19,L1_English,4,filler_ellipsis,2,2,Gapping-A,0,0.404570103,50
L1_19,L1_English,4,filler_null,na,na,no_null,1,0.52192688,50
L1_19,L1_English,4,filler_ungrammatical,na,na,na,0,0.321229935,50
L1_19,L1_English,5,critical_wanna,1,1,a,1,0.588425159,50
L1_19,L1_English,5,filler_ellipsis,1,1,VPE-C,1,0.472157955,50
L1_19,L1_English,5,filler_null,na,na,null_subject,0,0.35609889,50
L1_19,L1_English,5,filler_ungrammatical,na,na,na,0,0.572067976,50
L1_19,L1_English,6,critical_wanna,1,2,b,0,1.073282003,50
L1_19,L1_English,6,filler_ellipsis,2,1,Gapping-C,1,0.501214027,50
L1_19,L1_English,6,filler_null,na,na,null_object,0,0.655478001,50
L1_19,L1_English,6,filler_ungrammatical,na,na,na,0,0.756235838,50
L1_19,L1_English,7,critical_wanna,2,1,c,0,0.973361015,50
L1_19,L1_English,7,filler_ellipsis,1,2,VPE-A,1,0.538694859,50
L1_19,L1_English,7,filler_null,na,na,no_null,1,0.587568045,50
L1_19,L1_English,8,critical_wanna,2,2,d,1,0.555296898,50
L1_19,L1_English,8,filler_ellipsis,2,2,Gapping-A,0,0.450925112,50
L1_19,L1_English,8,filler_null,na,na,null_subject,0,1.090208054,50
L1_19,L1_English,9,critical_wanna,1,1,a,1,2.025985003,50
L1_19,L1_English,9,filler_ellipsis,1,1,VPE-C,1,0.320821047,50
L1_19,L1_English,9,filler_null,na,na,null_object,1,0.505354166,50
L1_19,L1_English,10,critical_wanna,1,2,b,0,0.287099838,50
L1_19,L1_English,10,filler_ellipsis,2,1,Gapping-C,1,0.17078805,50
L1_19,L1_English,10,filler_null,na,na,no_null,1,0.455297947,50
L1_19,L1_English,11,critical_wanna,2,1,c,0,3.379536152,50
L1_19,L1_English,11,filler_ellipsis,1,2,VPE-A,1,0.305016994,50
L1_19,L1_English,11,filler_null,na,na,null_subject,0,0.823403835,50
L1_19,L1_English,12,critical_wanna,2,2,d,1,0.338145971,50
L1_19,L1_English,12,filler_ellipsis,2,2,Gapping-A,0,0.405240059,50
L1_19,L1_English,12,filler_null,na,na,null_object,0,0.287526846,50
L1_19,L1_English,13,critical_wanna,1,1,a,1,0.438413858,50
L1_19,L1_English,13,filler_ellipsis,1,1,VPE-C,1,0.623255014,50
L1_19,L1_English,13,filler_null,na,na,no_null,1,0.354624987,50
L1_19,L1_English,14,critical_wanna,1,2,b,0,0.756171942,50
L1_19,L1_English,14,filler_ellipsis,2,1,Gapping-C,1,0.655352116,50
L1_19,L1_English,14,filler_null,na,na,null_subject,0,0.721687078,50
L1_19,L1_English,15,critical_wanna,2,1,c,0,0.388386965,50
L1_19,L1_English,15,filler_ellipsis,1,2,VPE-A,1,4.24920702,50
L1_19,L1_English,15,filler_null,na,na,null_object,0,0.45548296,50
L1_19,L1_English,16,critical_wanna,2,2,d,1,0.183825016,50
L1_19,L1_English,16,filler_ellipsis,2,2,Gapping-A,0,0.267399073,50
L1_19,L1_English,16,filler_null,na,na,no_null,1,0.338145971,50
L1_19,L1_English,17,critical_wanna,1,1,a,1,0.404959202,50
L1_19,L1_English,17,filler_ellipsis,1,1,VPE-C,1,0.434721947,50
L1_19,L1_English,17,filler_null,na,na,null_subject,0,0.438983917,50
L1_19,L1_English,18,critical_wanna,1,2,b,0,0.37194705,50
L1_19,L1_English,18,filler_ellipsis,2,1,Gapping-C,1,1.541117907,50
L1_19,L1_English,18,filler_null,na,na,null_object,0,0.153508902,50
L1_19,L1_English,19,critical_wanna,2,1,c,0,0.187350035,50
L1_19,L1_English,19,filler_ellipsis,1,2,VPE-A,1,0.33810401,50
L1_19,L1_English,20,critical_wanna,2,2,d,1,0.989722013,50
L1_19,L1_English,20,filler_ellipsis,2,2,Gapping-A,0,0.099933147,50
L1_19,L1_English,21,filler_ellipsis,1,1,VPE-C,1,0.434413195,50
L1_19,L1_English,22,filler_ellipsis,2,1,Gapping-C,1,0.584923983,50
L1_19,L1_English,23,filler_ellipsis,1,2,VPE-A,1,0.083281994,50
L1_19,L1_English,24,filler_ellipsis,2,2,Gapping-A,0,0.320813894,50
L1_20,L1_English,1,critical_wanna,1,2,b,0,3.381066799,39
L1_20,L1_English,1,filler_ellipsis,2,1,Gapping-C,0,8.642780066,39
L1_20,L1_English,1,filler_null,na,na,null_subject,0,1.958025932,39
L1_20,L1_English,1,filler_ungrammatical,na,na,na,0,1.151961088,39
L1_20,L1_English,2,critical_wanna,2,1,c,0,2.125962019,39
L1_20,L1_English,2,filler_ellipsis,1,2,VPE-A,1,0.94124794,39
L1_20,L1_English,2,filler_null,na,na,null_object,0,0.888833046,39
L1_20,L1_English,2,filler_ungrammatical,na,na,na,0,0.167375088,39
L1_20,L1_English,3,critical_wanna,2,2,d,1,6.655821085,39
L1_20,L1_English,3,filler_ellipsis,2,2,Gapping-A,0,7.641407013,39
L1_20,L1_English,3,filler_null,na,na,no_null,1,4.498445034,39
L1_20,L1_English,3,filler_ungrammatical,na,na,na,0,6.888819933,39
L1_20,L1_English,4,critical_wanna,1,1,a,1,1.307857037,39
L1_20,L1_English,4,filler_ellipsis,1,1,VPE-C,1,5.96894598,39
L1_20,L1_English,4,filler_null,na,na,null_subject,0,0.690136909,39
L1_20,L1_English,4,filler_ungrammatical,na,na,na,1,5.301512957,39
L1_20,L1_English,5,critical_wanna,1,2,b,0,2.360359907,39
L1_20,L1_English,5,filler_ellipsis,2,1,Gapping-C,0,16.11409497,39
L1_20,L1_English,5,filler_null,na,na,null_object,1,5.786277056,39
L1_20,L1_English,5,filler_ungrammatical,na,na,na,1,1.123166084,39
L1_20,L1_English,6,critical_wanna,2,1,c,1,1.056958914,39
L1_20,L1_English,6,filler_ellipsis,1,2,VPE-A,1,1.002549887,39
L1_20,L1_English,6,filler_null,na,na,no_null,1,0.856536865,39
L1_20,L1_English,6,filler_ungrammatical,na,na,na,0,0.588197947,39
L1_20,L1_English,7,critical_wanna,2,2,d,1,0.73951292,39
L1_20,L1_English,7,filler_ellipsis,2,2,Gapping-A,0,0.372292995,39
L1_20,L1_English,7,filler_null,na,na,null_subject,0,16.09659004,39
L1_20,L1_English,8,critical_wanna,1,1,a,0,1.073196173,39
L1_20,L1_English,8,filler_ellipsis,1,1,VPE-C,0,10.08006001,39
L1_20,L1_English,8,filler_null,na,na,null_object,0,3.346334934,39
L1_20,L1_English,9,critical_wanna,1,2,b,0,3.930670977,39
L1_20,L1_English,9,filler_ellipsis,2,1,Gapping-C,0,22.66542411,39
L1_20,L1_English,9,filler_null,na,na,no_null,0,1.107060909,39
L1_20,L1_English,10,critical_wanna,2,1,c,0,0.537904024,39
L1_20,L1_English,10,filler_ellipsis,1,2,VPE-A,1,1.609089136,39
L1_20,L1_English,10,filler_null,na,na,null_subject,0,4.482038975,39
L1_20,L1_English,11,critical_wanna,2,2,d,1,8.577268124,39
L1_20,L1_English,11,filler_ellipsis,2,2,Gapping-A,0,0.923441887,39
L1_20,L1_English,11,filler_null,na,na,null_object,0,8.055100918,39
L1_20,L1_English,12,critical_wanna,1,1,a,1,2.527300835,39
L1_20,L1_English,12,filler_ellipsis,1,1,VPE-C,1,0.371567011,39
L1_20,L1_English,12,filler_null,na,na,no_null,1,0.906286001,39
L1_20,L1_English,13,critical_wanna,1,2,b,1,3.496407986,39
L1_20,L1_English,13,filler_ellipsis,2,1,Gapping-C,0,9.596623898,39
L1_20,L1_English,13,filler_null,na,na,null_subject,0,0.304195881,39
L1_20,L1_English,14,critical_wanna,2,1,c,0,0.806926012,39
L1_20,L1_English,14,filler_ellipsis,1,2,VPE-A,1,5.386345148,39
L1_20,L1_English,14,filler_null,na,na,null_object,0,6.705219984,39
L1_20,L1_English,15,critical_wanna,2,2,d,1,25.2060411,39
L1_20,L1_English,15,filler_ellipsis,2,2,Gapping-A,0,0.789164066,39
L1_20,L1_English,15,filler_null,na,na,no_null,1,0.417627811,39
L1_20,L1_English,16,critical_wanna,1,1,a,1,0.422156811,39
L1_20,L1_English,16,filler_ellipsis,1,1,VPE-C,1,0.572631121,39
L1_20,L1_English,16,filler_null,na,na,null_subject,0,0.956258059,39
L1_20,L1_English,17,critical_wanna,1,2,b,1,2.075534105,39
L1_20,L1_English,17,filler_ellipsis,2,1,Gapping-C,0,0.855720997,39
L1_20,L1_English,17,filler_null,na,na,null_object,0,0.305198908,39
L1_20,L1_English,18,critical_wanna,2,1,c,0,2.761271,39
L1_20,L1_English,18,filler_ellipsis,1,2,VPE-A,1,0.554663181,39
L1_20,L1_English,18,filler_null,na,na,no_null,1,35.04797292,39
L1_20,L1_English,19,critical_wanna,2,2,d,1,0.890755892,39
L1_20,L1_English,19,filler_ellipsis,2,2,Gapping-A,0,3.161670923,39
L1_20,L1_English,20,critical_wanna,1,1,a,1,2.172794819,39
L1_20,L1_English,20,filler_ellipsis,1,1,VPE-C,0,0.852748871,39
L1_20,L1_English,21,filler_ellipsis,2,1,Gapping-C,0,0.372040033,39
L1_20,L1_English,22,filler_ellipsis,1,2,VPE-A,1,0.918828964,39
L1_20,L1_English,23,filler_ellipsis,2,2,Gapping-A,0,8.043530941,39
L1_20,L1_English,24,filler_ellipsis,1,1,VPE-C,1,9.9108181,39
L2_01,L2_English,1,critical_wanna,2,2,d,1,0.553661108,44
L2_01,L2_English,1,filler_ellipsis,2,2,Gapping-A,0,0.386922121,44
L2_01,L2_English,1,filler_null,na,na,null_object,1,0.453495979,44
L2_01,L2_English,1,filler_ungrammatical,na,na,na,0,1.323055983,44
L2_01,L2_English,2,critical_wanna,1,1,a,1,0.368198156,44
L2_01,L2_English,2,filler_ellipsis,1,1,VPE-C,1,0.403764009,44
L2_01,L2_English,2,filler_null,na,na,no_null,1,0.804783106,44
L2_01,L2_English,2,filler_ungrammatical,na,na,na,0,0.236334085,44
L2_01,L2_English,3,critical_wanna,1,2,b,0,0.31987381,44
L2_01,L2_English,3,filler_ellipsis,2,1,Gapping-C,1,6.035969019,44
L2_01,L2_English,3,filler_null,na,na,null_subject,9,0.704448938,44
L2_01,L2_English,3,filler_ungrammatical,na,na,na,0,0.403813124,44
L2_01,L2_English,4,critical_wanna,2,1,c,0,0.20332408,44
L2_01,L2_English,4,filler_ellipsis,1,2,VPE-A,1,0.386964083,44
L2_01,L2_English,4,filler_null,na,na,null_object,1,0.150871992,44
L2_01,L2_English,4,filler_ungrammatical,na,na,na,1,0.370592117,44
L2_01,L2_English,5,critical_wanna,2,2,d,1,0.103082895,44
L2_01,L2_English,5,filler_ellipsis,2,2,Gapping-A,0,0.838297129,44
L2_01,L2_English,5,filler_null,na,na,no_null,1,0.838418961,44
L2_01,L2_English,5,filler_ungrammatical,na,na,na,0,1.390067101,44
L2_01,L2_English,6,critical_wanna,1,1,a,1,1.23902297,44
L2_01,L2_English,6,filler_ellipsis,1,1,VPE-C,1,0.236458063,44
L2_01,L2_English,6,filler_null,na,na,null_subject,1,0.451830864,44
L2_01,L2_English,6,filler_ungrammatical,na,na,na,1,3.011037827,44
L2_01,L2_English,7,critical_wanna,1,2,b,0,1.773957968,44
L2_01,L2_English,7,filler_ellipsis,2,1,Gapping-C,0,0.320205927,44
L2_01,L2_English,7,filler_null,na,na,null_object,1,2.340074062,44
L2_01,L2_English,8,critical_wanna,2,1,c,0,0.738833904,44
L2_01,L2_English,8,filler_ellipsis,1,2,VPE-A,1,1.373062134,44
L2_01,L2_English,8,filler_null,na,na,no_null,1,0.336733818,44
L2_01,L2_English,9,critical_wanna,2,2,d,0,0.25335598,44
L2_01,L2_English,9,filler_ellipsis,2,2,Gapping-A,0,0.351333857,44
L2_01,L2_English,9,filler_null,na,na,null_subject,1,0.35367012,44
L2_01,L2_English,10,critical_wanna,1,1,a,1,0.386759996,44
L2_01,L2_English,10,filler_ellipsis,1,1,VPE-C,1,0.504216194,44
L2_01,L2_English,10,filler_null,na,na,null_object,1,0.635540009,44
L2_01,L2_English,11,critical_wanna,1,2,b,0,1.523211002,44
L2_01,L2_English,11,filler_ellipsis,2,1,Gapping-C,0,0.084243059,44
L2_01,L2_English,11,filler_null,na,na,no_null,1,0.504031897,44
L2_01,L2_English,12,critical_wanna,2,1,c,0,0.737881899,44
L2_01,L2_English,12,filler_ellipsis,1,2,VPE-A,1,0.871520042,44
L2_01,L2_English,12,filler_null,na,na,null_subject,0,0.737915039,44
L2_01,L2_English,13,critical_wanna,2,2,d,0,0.537115097,44
L2_01,L2_English,13,filler_ellipsis,2,2,Gapping-A,0,0.353739977,44
L2_01,L2_English,13,filler_null,na,na,null_object,1,0.403676987,44
L2_01,L2_English,14,critical_wanna,1,1,a,0,1.122601986,44
L2_01,L2_English,14,filler_ellipsis,1,1,VPE-C,1,0.32042098,44
L2_01,L2_English,14,filler_null,na,na,no_null,9,0.353615999,44
L2_01,L2_English,15,critical_wanna,1,2,b,0,2.041553974,44
L2_01,L2_English,15,filler_ellipsis,2,1,Gapping-C,0,1.62390399,44
L2_01,L2_English,15,filler_null,na,na,null_subject,0,6.337122202,44
L2_01,L2_English,16,critical_wanna,2,1,c,0,11.75113702,44
L2_01,L2_English,16,filler_ellipsis,1,2,VPE-A,0,2.860629082,44
L2_01,L2_English,16,filler_null,na,na,null_object,0,0.251246929,44
L2_01,L2_English,17,critical_wanna,2,2,d,9,0.337086916,44
L2_01,L2_English,17,filler_ellipsis,2,2,Gapping-A,0,0.337288141,44
L2_01,L2_English,17,filler_null,na,na,no_null,1,1.439811945,44
L2_01,L2_English,18,critical_wanna,1,1,a,1,1.08931303,44
L2_01,L2_English,18,filler_ellipsis,1,1,VPE-C,1,1.339334011,44
L2_01,L2_English,18,filler_null,na,na,null_subject,1,1.072123051,44
L2_01,L2_English,19,critical_wanna,1,2,b,0,0.337011099,44
L2_01,L2_English,19,filler_ellipsis,2,1,Gapping-C,0,1.022382975,44
L2_01,L2_English,20,critical_wanna,2,1,c,0,3.342902899,44
L2_01,L2_English,20,filler_ellipsis,1,2,VPE-A,1,3.044193983,44
L2_01,L2_English,21,filler_ellipsis,2,2,Gapping-A,0,0.403801918,44
L2_01,L2_English,22,filler_ellipsis,1,1,VPE-C,1,0.33688879,44
L2_01,L2_English,23,filler_ellipsis,2,1,Gapping-C,0,0.418334961,44
L2_01,L2_English,24,filler_ellipsis,1,2,VPE-A,1,1.456438065,44
L2_02,L2_English,1,critical_wanna,1,1,a,1,2.641016006,26
L2_02,L2_English,1,filler_ellipsis,1,1,VPE-C,1,8.492221117,26
L2_02,L2_English,1,filler_null,na,na,no_null,1,0.520786047,26
L2_02,L2_English,1,filler_ungrammatical,na,na,na,0,0.50406599,26
L2_02,L2_English,2,critical_wanna,1,2,b,0,0.938262939,26
L2_02,L2_English,2,filler_ellipsis,2,1,Gapping-C,9,3.160907984,26
L2_02,L2_English,2,filler_null,na,na,null_subject,9,8.391649008,26
L2_02,L2_English,2,filler_ungrammatical,na,na,na,0,4.21392107,26
L2_02,L2_English,3,critical_wanna,2,1,c,1,0.035807848,26
L2_02,L2_English,3,filler_ellipsis,1,2,VPE-A,9,1.289649963,26
L2_02,L2_English,3,filler_null,na,na,null_object,1,0.804969072,26
L2_02,L2_English,3,filler_ungrammatical,na,na,na,1,3.612576962,26
L2_02,L2_English,4,critical_wanna,2,2,d,1,0.152873039,26
L2_02,L2_English,4,filler_ellipsis,2,2,Gapping-A,0,3.478772163,26
L2_02,L2_English,4,filler_null,na,na,no_null,9,1.373214006,26
L2_02,L2_English,4,filler_ungrammatical,na,na,na,1,0.151010036,26
L2_02,L2_English,5,critical_wanna,1,1,a,1,5.718291044,26
L2_02,L2_English,5,filler_ellipsis,1,1,VPE-C,1,4.13066411,26
L2_02,L2_English,5,filler_null,na,na,null_subject,0,0.370295048,26
L2_02,L2_English,5,filler_ungrammatical,na,na,na,0,4.111706018,26
L2_02,L2_English,6,critical_wanna,1,2,b,0,2.141758919,26
L2_02,L2_English,6,filler_ellipsis,2,1,Gapping-C,0,0.620929003,26
L2_02,L2_English,6,filler_null,na,na,null_object,1,1.707376003,26
L2_02,L2_English,6,filler_ungrammatical,na,na,na,0,1.089014053,26
L2_02,L2_English,7,critical_wanna,2,1,c,1,0.186589956,26
L2_02,L2_English,7,filler_ellipsis,1,2,VPE-A,1,4.765619993,26
L2_02,L2_English,7,filler_null,na,na,no_null,1,0.670845985,26
L2_02,L2_English,8,critical_wanna,2,2,d,1,1.206084967,26
L2_02,L2_English,8,filler_ellipsis,2,2,Gapping-A,0,0.871695995,26
L2_02,L2_English,8,filler_null,na,na,null_subject,0,6.352900028,26
L2_02,L2_English,9,critical_wanna,1,1,a,1,0.537360907,26
L2_02,L2_English,9,filler_ellipsis,1,1,VPE-C,0,0.036282778,26
L2_02,L2_English,9,filler_null,na,na,null_object,1,0.485110998,26
L2_02,L2_English,10,critical_wanna,1,2,b,1,5.918408871,26
L2_02,L2_English,10,filler_ellipsis,2,1,Gapping-C,0,1.072140932,26
L2_02,L2_English,10,filler_null,na,na,no_null,1,12.63702393,26
L2_02,L2_English,11,critical_wanna,2,1,c,0,0.069635868,26
L2_02,L2_English,11,filler_ellipsis,1,2,VPE-A,1,0.386971951,26
L2_02,L2_English,11,filler_null,na,na,null_subject,0,0.48784709,26
L2_02,L2_English,12,critical_wanna,2,2,d,1,0.119403124,26
L2_02,L2_English,12,filler_ellipsis,2,2,Gapping-A,0,0.687772989,26
L2_02,L2_English,12,filler_null,na,na,null_object,0,0.721529007,26
L2_02,L2_English,13,critical_wanna,1,1,a,1,0.936347961,26
L2_02,L2_English,13,filler_ellipsis,1,1,VPE-C,1,11.95156217,26
L2_02,L2_English,13,filler_null,na,na,no_null,1,0.804499149,26
L2_02,L2_English,14,critical_wanna,1,2,b,0,2.392338991,26
L2_02,L2_English,14,filler_ellipsis,2,1,Gapping-C,1,1.755384922,26
L2_02,L2_English,14,filler_null,na,na,null_subject,0,1.038593054,26
L2_02,L2_English,15,critical_wanna,2,1,c,0,0.119596958,26
L2_02,L2_English,15,filler_ellipsis,1,2,VPE-A,0,1.540299177,26
L2_02,L2_English,15,filler_null,na,na,null_object,1,0.21957016,26
