participant,group,item,type,clause,gap,condition,judgment,rt,proficiency
L2_19,L2_English,2,critical_wanna,2,2,d,1,2.360281944,26
L2_19,L2_English,2,filler_ellipsis,2,2,Gapping-A,0,0.98987484,26
L2_19,L2_English,2,filler_null,na,na,no_null,1,0.856087923,26
L2_19,L2_English,2,filler_ungrammatical,na,na,na,0,1.658687115,26
L2_19,L2_English,3,critical_wanna,1,1,a,1,3.025285959,26
L2_19,L2_English,3,filler_ellipsis,1,1,VPE-C,1,0.505246162,26
L2_19,L2_English,3,filler_null,na,na,null_subject,1,0.187967062,26
L2_19,L2_English,3,filler_ungrammatical,na,na,na,0,3.496503115,26
L2_19,L2_English,4,critical_wanna,1,2,b,1,2.260246992,26
L2_19,L2_English,4,filler_ellipsis,2,1,Gapping-C,0,0.705550194,26
L2_19,L2_English,4,filler_null,na,na,null_object,1,2.794929981,26
L2_19,L2_English,4,filler_ungrammatical,na,na,na,0,2.694439888,26
L2_19,L2_English,5,critical_wanna,2,1,c,1,3.998222113,26
L2_19,L2_English,5,filler_ellipsis,1,2,VPE-A,1,0.455534935,26
L2_19,L2_English,5,filler_null,na,na,no_null,1,4.482452154,26
L2_19,L2_English,5,filler_ungrammatical,na,na,na,0,2.794895887,26
L2_19,L2_English,6,critical_wanna,2,2,d,1,5.268453121,26
L2_19,L2_English,6,filler_ellipsis,2,2,Gapping-A,9,7.407113075,26
L2_19,L2_English,6,filler_null,na,na,null_subject,1,3.831024885,26
L2_19,L2_English,6,filler_ungrammatical,na,na,na,9,4.412339926,26
L2_19,L2_English,7,critical_wanna,1,1,a,1,0.755819082,26
L2_19,L2_English,7,filler_ellipsis,1,1,VPE-C,1,1.738507986,26
L2_19,L2_English,7,filler_null,na,na,null_object,0,2.711414814,26
L2_19,L2_English,8,critical_wanna,1,2,b,1,1.70865202,26
L2_19,L2_English,8,filler_ellipsis,2,1,Gapping-C,0,0.77267313,26
L2_19,L2_English,8,filler_null,na,na,no_null,1,2.760671139,26
L2_19,L2_English,9,critical_wanna,2,1,c,9,3.814573765,26
L2_19,L2_English,9,filler_ellipsis,1,2,VPE-A,1,8.292310953,26
L2_19,L2_English,9,filler_null,na,na,null_subject,1,2.193035126,26
L2_19,L2_English,10,critical_wanna,2,2,d,1,1.053364992,26
L2_19,L2_English,10,filler_ellipsis,2,2,Gapping-A,0,0.071294069,26
L2_19,L2_English,10,filler_null,na,na,null_object,1,2.142885923,26
L2_19,L2_English,11,critical_wanna,1,1,a,0,21.17786407,26
L2_19,L2_English,11,filler_ellipsis,1,1,VPE-C,1,4.4995749,26
L2_19,L2_English,11,filler_null,na,na,no_null,1,1.207685947,26
L2_19,L2_English,12,critical_wanna,1,2,b,1,3.797317982,26
L2_19,L2_English,12,filler_ellipsis,2,1,Gapping-C,0,4.265474796,26
L2_19,L2_English,12,filler_null,na,na,null_subject,9,1.808629036,26
L2_19,L2_English,13,critical_wanna,2,1,c,0,5.418786049,26
L2_19,L2_English,13,filler_ellipsis,1,2,VPE-A,0,0.806242943,26
L2_19,L2_English,13,filler_null,na,na,null_object,1,1.073140144,26
L2_19,L2_English,14,critical_wanna,2,2,d,1,2.694803,26
L2_19,L2_English,14,filler_ellipsis,2,2,Gapping-A,0,0.521626949,26
L2_19,L2_English,14,filler_null,na,na,no_null,1,0.455265999,26
L2_19,L2_English,15,critical_wanna,1,1,a,0,0.88616395,26
L2_19,L2_English,15,filler_ellipsis,1,1,VPE-C,1,4.282427073,26
L2_19,L2_English,15,filler_null,na,na,null_subject,1,1.05686307,26
L2_19,L2_English,16,critical_wanna,1,2,b,1,0.756012917,26
L2_19,L2_English,16,filler_ellipsis,2,1,Gapping-C,0,0.117177963,26
L2_19,L2_English,16,filler_null,na,na,null_object,1,1.909175158,26
L2_19,L2_English,17,critical_wanna,2,1,c,1,1.073842049,26
L2_19,L2_English,17,filler_ellipsis,1,2,VPE-A,0,3.279558897,26
L2_19,L2_English,17,filler_null,na,na,no_null,1,2.427022934,26
L2_19,L2_English,18,critical_wanna,2,2,d,1,4.933888197,26
L2_19,L2_English,18,filler_ellipsis,2,2,Gapping-A,0,1.725662947,26
L2_19,L2_English,18,filler_null,na,na,null_subject,1,3.964700937,26
L2_19,L2_English,19,critical_wanna,1,1,a,1,2.477319956,26
L2_19,L2_English,19,filler_ellipsis,1,1,VPE-C,1,2.811181068,26
L2_19,L2_English,20,critical_wanna,1,2,b,1,1.304032803,26
L2_19,L2_English,20,filler_ellipsis,2,1,Gapping-C,1,4.131346941,26
L2_19,L2_English,21,filler_ellipsis,1,2,VPE-A,1,0.973650932,26
L2_19,L2_English,22,filler_ellipsis,2,2,Gapping-A,0,0.588903189,26
L2_19,L2_English,23,filler_ellipsis,1,1,VPE-C,1,0.455394983,26
L2_19,L2_English,24,filler_ellipsis,2,1,Gapping-C,0,0.622089148,26
L2_20,L2_English,1,critical_wanna,2,2,d,1,9.462532043,36
L2_20,L2_English,1,filler_ellipsis,2,2,Gapping-A,1,2.192646027,36
L2_20,L2_English,1,filler_null,na,na,null_object,0,4.182190895,36
L2_20,L2_English,1,filler_ungrammatical,na,na,na,1,8.005388975,36
L2_20,L2_English,2,critical_wanna,1,1,a,1,1.089922905,36
L2_20,L2_English,2,filler_ellipsis,1,1,VPE-C,1,2.510723114,36
L2_20,L2_English,2,filler_null,na,na,no_null,9,3.576738119,36
L2_20,L2_English,2,filler_ungrammatical,na,na,na,0,4.014590979,36
L2_20,L2_English,3,critical_wanna,1,2,b,0,0.455278873,36
L2_20,L2_English,3,filler_ellipsis,2,1,Gapping-C,1,2.544332981,36
L2_20,L2_English,3,filler_null,na,na,null_subject,9,1.173801899,36
L2_20,L2_English,3,filler_ungrammatical,na,na,na,9,1.056348801,36
L2_20,L2_English,4,critical_wanna,2,1,c,0,3.012170076,36
L2_20,L2_English,4,filler_ellipsis,1,2,VPE-A,9,2.577373981,36
L2_20,L2_English,4,filler_null,na,na,null_object,0,2.125997067,36
L2_20,L2_English,4,filler_ungrammatical,na,na,na,0,5.268038988,36
L2_20,L2_English,5,critical_wanna,2,2,d,9,4.064901829,36
L2_20,L2_English,5,filler_ellipsis,2,2,Gapping-A,0,2.911803007,36
L2_20,L2_English,5,filler_null,na,na,no_null,9,3.597207069,36
L2_20,L2_English,5,filler_ungrammatical,na,na,na,9,1.908686876,36
L2_20,L2_English,6,critical_wanna,1,1,a,0,4.365092993,36
L2_20,L2_English,6,filler_ellipsis,1,1,VPE-C,0,1.02343297,36
L2_20,L2_English,6,filler_null,na,na,null_subject,1,0.672730923,36
L2_20,L2_English,6,filler_ungrammatical,na,na,na,9,3.229393959,36
L2_20,L2_English,7,critical_wanna,1,2,b,9,4.830134869,36
L2_20,L2_English,7,filler_ellipsis,2,1,Gapping-C,9,2.594295979,36
L2_20,L2_English,7,filler_null,na,na,null_object,0,2.289903879,36
L2_20,L2_English,8,critical_wanna,2,1,c,1,2.576864004,36
L2_20,L2_English,8,filler_ellipsis,1,2,VPE-A,0,3.998257875,36
L2_20,L2_English,8,filler_null,na,na,no_null,0,4.395431995,36
L2_20,L2_English,9,critical_wanna,2,2,d,0,1.540997028,36
L2_20,L2_English,9,filler_ellipsis,2,2,Gapping-A,0,2.076407194,36
L2_20,L2_English,9,filler_null,na,na,null_subject,1,1.875686884,36
L2_20,L2_English,10,critical_wanna,1,1,a,9,6.367449045,36
L2_20,L2_English,10,filler_ellipsis,1,1,VPE-C,9,0.805886984,36
L2_20,L2_English,10,filler_null,na,na,null_object,1,0.587728024,36
L2_20,L2_English,11,critical_wanna,1,2,b,9,3.827677011,36
L2_20,L2_English,11,filler_ellipsis,2,1,Gapping-C,1,5.551860094,36
L2_20,L2_English,11,filler_null,na,na,no_null,9,11.81836104,36
L2_20,L2_English,12,critical_wanna,2,1,c,9,0.555603027,36
L2_20,L2_English,12,filler_ellipsis,1,2,VPE-A,1,2.611004114,36
L2_20,L2_English,12,filler_null,na,na,null_subject,9,1.591308832,36
L2_20,L2_English,13,critical_wanna,2,2,d,0,2.661072969,36
L2_20,L2_English,13,filler_ellipsis,2,2,Gapping-A,9,2.223118067,36
L2_20,L2_English,13,filler_null,na,na,null_object,1,0.488942862,36
L2_20,L2_English,14,critical_wanna,1,1,a,9,7.724534035,36
L2_20,L2_English,14,filler_ellipsis,1,1,VPE-C,1,8.443154097,36
L2_20,L2_English,14,filler_null,na,na,no_null,0,6.320838928,36
L2_20,L2_English,15,critical_wanna,1,2,b,0,6.504878044,36
L2_20,L2_English,15,filler_ellipsis,2,1,Gapping-C,9,0.688691854,36
L2_20,L2_English,15,filler_null,na,na,null_subject,9,0.655474901,36
L2_20,L2_English,16,critical_wanna,2,1,c,9,2.326318979,36
L2_20,L2_English,16,filler_ellipsis,1,2,VPE-A,9,2.14242506,36
L2_20,L2_English,16,filler_null,na,na,null_object,0,3.814123154,36
L2_20,L2_English,17,critical_wanna,2,2,d,1,4.900385857,36
L2_20,L2_English,17,filler_ellipsis,2,2,Gapping-A,9,1.32080698,36
L2_20,L2_English,17,filler_null,na,na,no_null,1,0.772709131,36
L2_20,L2_English,18,critical_wanna,1,1,a,9,9.34573698,36
L2_20,L2_English,18,filler_ellipsis,1,1,VPE-C,9,1.307537079,36
L2_20,L2_English,18,filler_null,na,na,null_subject,9,8.192364931,36
L2_20,L2_English,19,critical_wanna,1,2,b,0,0.65241003,36
L2_20,L2_English,19,filler_ellipsis,2,1,Gapping-C,0,2.978729963,36
L2_20,L2_English,20,critical_wanna,2,1,c,0,11.38405514,36
L2_20,L2_English,20,filler_ellipsis,1,2,VPE-A,0,6.638772011,36
L2_20,L2_English,21,filler_ellipsis,2,2,Gapping-A,0,2.209736109,36
L2_20,L2_English,22,filler_ellipsis,1,1,VPE-C,0,3.162636995,36
L2_20,L2_English,23,filler_ellipsis,2,1,Gapping-C,1,3.596795082,36
L2_20,L2_English,24,filler_ellipsis,1,2,VPE-A,0,3.981413841,36
Other_01,Bilingual,1,critical_wanna,1,1,a,1,0.471490145,NA
Other_01,Bilingual,1,filler_ellipsis,1,1,VPE-C,1,0.153932095,NA
Other_01,Bilingual,1,filler_null,na,na,no_null,1,1.073172092,NA
Other_01,Bilingual,1,filler_ungrammatical,na,na,na,0,0.504624128,NA
Other_01,Bilingual,2,critical_wanna,1,2,b,0,3.813733101,NA
Other_01,Bilingual,2,filler_ellipsis,2,1,Gapping-C,1,46.6796639,NA
Other_01,Bilingual,2,filler_null,na,na,null_subject,0,0.571944952,NA
Other_01,Bilingual,2,filler_ungrammatical,na,na,na,0,1.187069178,NA
Other_01,Bilingual,3,critical_wanna,2,1,c,0,4.917176962,NA
Other_01,Bilingual,3,filler_ellipsis,1,2,VPE-A,1,0.73586297,NA
Other_01,Bilingual,3,filler_null,na,na,null_object,0,6.401017189,NA
Other_01,Bilingual,3,filler_ungrammatical,na,na,na,0,0.789280891,NA
Other_01,Bilingual,4,critical_wanna,2,2,d,1,0.47191596,NA
Other_01,Bilingual,4,filler_ellipsis,2,2,Gapping-A,0,1.54123807,NA
Other_01,Bilingual,4,filler_null,na,na,no_null,1,4.298548937,NA
Other_01,Bilingual,4,filler_ungrammatical,na,na,na,0,2.660680056,NA
Other_01,Bilingual,5,critical_wanna,1,1,a,1,14.79362798,NA
Other_01,Bilingual,5,filler_ellipsis,1,1,VPE-C,1,0.521431923,NA
Other_01,Bilingual,5,filler_null,na,na,null_subject,0,4.749248981,NA
Other_01,Bilingual,5,filler_ungrammatical,na,na,na,0,7.40446806,NA
Other_01,Bilingual,6,critical_wanna,1,2,b,0,0.722803116,NA
Other_01,Bilingual,6,filler_ellipsis,2,1,Gapping-C,1,0.55547595,NA
Other_01,Bilingual,6,filler_null,na,na,null_object,0,18.58726311,NA
Other_01,Bilingual,6,filler_ungrammatical,na,na,na,0,14.08899283,NA
Other_01,Bilingual,7,critical_wanna,2,1,c,0,7.473816872,NA
Other_01,Bilingual,7,filler_ellipsis,1,2,VPE-A,1,1.324323893,NA
Other_01,Bilingual,7,filler_null,na,na,no_null,1,1.925768137,NA
Other_01,Bilingual,8,critical_wanna,2,2,d,1,13.89090109,NA
Other_01,Bilingual,8,filler_ellipsis,2,2,Gapping-A,0,4.113465071,NA
Other_01,Bilingual,8,filler_null,na,na,null_subject,0,0.455159187,NA
Other_01,Bilingual,9,critical_wanna,1,1,a,1,2.895167828,NA
Other_01,Bilingual,9,filler_ellipsis,1,1,VPE-C,1,2.5607481,NA
Other_01,Bilingual,9,filler_null,na,na,null_object,1,17.33070803,NA
Other_01,Bilingual,10,critical_wanna,1,2,b,0,3.663315058,NA
Other_01,Bilingual,10,filler_ellipsis,2,1,Gapping-C,1,1.538288116,NA
Other_01,Bilingual,10,filler_null,na,na,no_null,1,2.628237009,NA
Other_01,Bilingual,11,critical_wanna,2,1,c,0,0.504617929,NA
Other_01,Bilingual,11,filler_ellipsis,1,2,VPE-A,1,4.532260895,NA
Other_01,Bilingual,11,filler_null,na,na,null_subject,0,0.58794117,NA
Other_01,Bilingual,12,critical_wanna,2,2,d,1,0.418322086,NA
Other_01,Bilingual,12,filler_ellipsis,2,2,Gapping-A,0,0.73891592,NA
Other_01,Bilingual,12,filler_null,na,na,null_object,0,1.373957872,NA
Other_01,Bilingual,13,critical_wanna,1,1,a,1,3.613965988,NA
Other_01,Bilingual,13,filler_ellipsis,1,1,VPE-C,1,3.379317045,NA
Other_01,Bilingual,13,filler_null,na,na,no_null,1,0.588816166,NA
Other_01,Bilingual,14,critical_wanna,1,2,b,0,2.912184,NA
Other_01,Bilingual,14,filler_ellipsis,2,1,Gapping-C,1,13.55671501,NA
Other_01,Bilingual,14,filler_null,na,na,null_subject,0,10.24759912,NA
Other_01,Bilingual,15,critical_wanna,2,1,c,0,0.555193901,NA
Other_01,Bilingual,15,filler_ellipsis,1,2,VPE-A,0,5.8025949,NA
Other_01,Bilingual,15,filler_null,na,na,null_object,0,16.04643798,NA
Other_01,Bilingual,16,critical_wanna,2,2,d,1,0.070611,NA
Other_01,Bilingual,16,filler_ellipsis,2,2,Gapping-A,0,0.43514514,NA
Other_01,Bilingual,16,filler_null,na,na,no_null,1,0.723011971,NA
Other_01,Bilingual,17,critical_wanna,1,1,a,1,2.009293795,NA
Other_01,Bilingual,17,filler_ellipsis,1,1,VPE-C,1,0.638526917,NA
Other_01,Bilingual,17,filler_null,na,na,null_subject,0,2.627531052,NA
Other_01,Bilingual,18,critical_wanna,1,2,b,0,0.60450983,NA
Other_01,Bilingual,18,filler_ellipsis,2,1,Gapping-C,1,5.852801085,NA
Other_01,Bilingual,18,filler_null,na,na,null_object,0,24.53675008,NA
Other_01,Bilingual,19,critical_wanna,2,1,c,0,4.048047066,NA
Other_01,Bilingual,19,filler_ellipsis,1,2,VPE-A,1,15.11132479,NA
Other_01,Bilingual,20,critical_wanna,2,2,d,1,2.056641102,NA
Other_01,Bilingual,20,filler_ellipsis,2,2,Gapping-A,0,1.106736183,NA
Other_01,Bilingual,21,filler_ellipsis,1,1,VPE-C,1,3.626967907,NA
Other_01,Bilingual,22,filler_ellipsis,2,1,Gapping-C,1,11.85259509,NA
Other_01,Bilingual,23,filler_ellipsis,1,2,VPE-A,1,24.62044907,NA
Other_01,Bilingual,24,filler_ellipsis,2,2,Gapping-A,0,10.03094697,NA
